"number of E (V), "	I (A) couples: 20000
0.3828	6.37E-14
0.3827	6.40E-14
0.3826	6.42E-14
0.3825	6.45E-14
0.3824	6.47E-14
0.3823	6.50E-14
0.3822	6.52E-14
0.3821	6.55E-14
0.382	6.57E-14
0.3819	6.60E-14
0.3818	6.63E-14
0.3817	6.65E-14
0.3816	6.68E-14
0.3815	6.70E-14
0.3814	6.73E-14
0.3813	6.76E-14
0.3812	6.78E-14
0.3811	6.81E-14
0.381	6.83E-14
0.3809	6.86E-14
0.3808	6.89E-14
0.3807	6.91E-14
0.3806	6.94E-14
0.3805	6.97E-14
0.3804	7.00E-14
0.3803	7.02E-14
0.3802	7.05E-14
0.3801	7.08E-14
0.38	7.11E-14
0.3799	7.13E-14
0.3798	7.16E-14
0.3797	7.19E-14
0.3796	7.22E-14
0.3795	7.25E-14
0.3794	7.27E-14
0.3793	7.30E-14
0.3792	7.33E-14
0.3791	7.36E-14
0.379	7.39E-14
0.3789	7.42E-14
0.3788	7.45E-14
0.3787	7.47E-14
0.3786	7.50E-14
0.3785	7.53E-14
0.3784	7.56E-14
0.3783	7.59E-14
0.3782	7.62E-14
0.3781	7.65E-14
0.378	7.68E-14
0.3779	7.71E-14
0.3778	7.74E-14
0.3777	7.77E-14
0.3776	7.80E-14
0.3775	7.83E-14
0.3774	7.86E-14
0.3773	7.89E-14
0.3772	7.92E-14
0.3771	7.95E-14
0.377	7.99E-14
0.3769	8.02E-14
0.3768	8.05E-14
0.3767	8.08E-14
0.3766	8.11E-14
0.3765	8.14E-14
0.3764	8.17E-14
0.3763	8.21E-14
0.3762	8.24E-14
0.3761	8.27E-14
0.376	8.30E-14
0.3759	8.34E-14
0.3758	8.37E-14
0.3757	8.40E-14
0.3756	8.43E-14
0.3755	8.47E-14
0.3754	8.50E-14
0.3753	8.53E-14
0.3752	8.57E-14
0.3751	8.60E-14
0.375	8.63E-14
0.3749	8.67E-14
0.3748	8.70E-14
0.3747	8.73E-14
0.3746	8.77E-14
0.3745	8.80E-14
0.3744	8.84E-14
0.3743	8.87E-14
0.3742	8.91E-14
0.3741	8.94E-14
0.374	8.97E-14
0.3739	9.01E-14
0.3738	9.04E-14
0.3737	9.08E-14
0.3736	9.12E-14
0.3735	9.15E-14
0.3734	9.19E-14
0.3733	9.22E-14
0.3732	9.26E-14
0.3731	9.29E-14
0.373	9.33E-14
0.3729	9.37E-14
0.3728	9.40E-14
0.3727	9.44E-14
0.3726	9.48E-14
0.3725	9.51E-14
0.3724	9.55E-14
0.3723	9.59E-14
0.3722	9.63E-14
0.3721	9.66E-14
0.372	9.70E-14
0.3719	9.74E-14
0.3718	9.78E-14
0.3717	9.81E-14
0.3716	9.85E-14
0.3715	9.89E-14
0.3714	9.93E-14
0.3713	9.97E-14
0.3712	1.00E-13
0.3711	1.00E-13
0.371	1.01E-13
0.3709	1.01E-13
0.3708	1.02E-13
0.3707	1.02E-13
0.3706	1.02E-13
0.3705	1.03E-13
0.3704	1.03E-13
0.3703	1.04E-13
0.3702	1.04E-13
0.3701	1.04E-13
0.37	1.05E-13
0.3699	1.05E-13
0.3698	1.06E-13
0.3697	1.06E-13
0.3696	1.07E-13
0.3695	1.07E-13
0.3694	1.07E-13
0.3693	1.08E-13
0.3692	1.08E-13
0.3691	1.09E-13
0.369	1.09E-13
0.3689	1.09E-13
0.3688	1.10E-13
0.3687	1.10E-13
0.3686	1.11E-13
0.3685	1.11E-13
0.3684	1.12E-13
0.3683	1.12E-13
0.3682	1.12E-13
0.3681	1.13E-13
0.368	1.13E-13
0.3679	1.14E-13
0.3678	1.14E-13
0.3677	1.15E-13
0.3676	1.15E-13
0.3675	1.16E-13
0.3674	1.16E-13
0.3673	1.16E-13
0.3672	1.17E-13
0.3671	1.17E-13
0.367	1.18E-13
0.3669	1.18E-13
0.3668	1.19E-13
0.3667	1.19E-13
0.3666	1.20E-13
0.3665	1.20E-13
0.3664	1.21E-13
0.3663	1.21E-13
0.3662	1.22E-13
0.3661	1.22E-13
0.366	1.23E-13
0.3659	1.23E-13
0.3658	1.23E-13
0.3657	1.24E-13
0.3656	1.24E-13
0.3655	1.25E-13
0.3654	1.25E-13
0.3653	1.26E-13
0.3652	1.26E-13
0.3651	1.27E-13
0.365	1.27E-13
0.3649	1.28E-13
0.3648	1.28E-13
0.3647	1.29E-13
0.3646	1.29E-13
0.3645	1.30E-13
0.3644	1.30E-13
0.3643	1.31E-13
0.3642	1.31E-13
0.3641	1.32E-13
0.364	1.32E-13
0.3639	1.33E-13
0.3638	1.33E-13
0.3637	1.34E-13
0.3636	1.35E-13
0.3635	1.35E-13
0.3634	1.36E-13
0.3633	1.36E-13
0.3632	1.37E-13
0.3631	1.37E-13
0.363	1.38E-13
0.3629	1.38E-13
0.3628	1.39E-13
0.3627	1.39E-13
0.3626	1.40E-13
0.3625	1.40E-13
0.3624	1.41E-13
0.3623	1.41E-13
0.3622	1.42E-13
0.3621	1.43E-13
0.362	1.43E-13
0.3619	1.44E-13
0.3618	1.44E-13
0.3617	1.45E-13
0.3616	1.45E-13
0.3615	1.46E-13
0.3614	1.47E-13
0.3613	1.47E-13
0.3612	1.48E-13
0.3611	1.48E-13
0.361	1.49E-13
0.3609	1.49E-13
0.3608	1.50E-13
0.3607	1.51E-13
0.3606	1.51E-13
0.3605	1.52E-13
0.3604	1.52E-13
0.3603	1.53E-13
0.3602	1.54E-13
0.3601	1.54E-13
0.36	1.55E-13
0.3599	1.55E-13
0.3598	1.56E-13
0.3597	1.57E-13
0.3596	1.57E-13
0.3595	1.58E-13
0.3594	1.58E-13
0.3593	1.59E-13
0.3592	1.60E-13
0.3591	1.60E-13
0.359	1.61E-13
0.3589	1.62E-13
0.3588	1.62E-13
0.3587	1.63E-13
0.3586	1.63E-13
0.3585	1.64E-13
0.3584	1.65E-13
0.3583	1.65E-13
0.3582	1.66E-13
0.3581	1.67E-13
0.358	1.67E-13
0.3579	1.68E-13
0.3578	1.69E-13
0.3577	1.69E-13
0.3576	1.70E-13
0.3575	1.71E-13
0.3574	1.71E-13
0.3573	1.72E-13
0.3572	1.73E-13
0.3571	1.73E-13
0.357	1.74E-13
0.3569	1.75E-13
0.3568	1.75E-13
0.3567	1.76E-13
0.3566	1.77E-13
0.3565	1.77E-13
0.3564	1.78E-13
0.3563	1.79E-13
0.3562	1.79E-13
0.3561	1.80E-13
0.356	1.81E-13
0.3559	1.82E-13
0.3558	1.82E-13
0.3557	1.83E-13
0.3556	1.84E-13
0.3555	1.84E-13
0.3554	1.85E-13
0.3553	1.86E-13
0.3552	1.87E-13
0.3551	1.87E-13
0.355	1.88E-13
0.3549	1.89E-13
0.3548	1.89E-13
0.3547	1.90E-13
0.3546	1.91E-13
0.3545	1.92E-13
0.3544	1.92E-13
0.3543	1.93E-13
0.3542	1.94E-13
0.3541	1.95E-13
0.354	1.95E-13
0.3539	1.96E-13
0.3538	1.97E-13
0.3537	1.98E-13
0.3536	1.99E-13
0.3535	1.99E-13
0.3534	2.00E-13
0.3533	2.01E-13
0.3532	2.02E-13
0.3531	2.02E-13
0.353	2.03E-13
0.3529	2.04E-13
0.3528	2.05E-13
0.3527	2.06E-13
0.3526	2.06E-13
0.3525	2.07E-13
0.3524	2.08E-13
0.3523	2.09E-13
0.3522	2.10E-13
0.3521	2.10E-13
0.352	2.11E-13
0.3519	2.12E-13
0.3518	2.13E-13
0.3517	2.14E-13
0.3516	2.15E-13
0.3515	2.15E-13
0.3514	2.16E-13
0.3513	2.17E-13
0.3512	2.18E-13
0.3511	2.19E-13
0.351	2.20E-13
0.3509	2.21E-13
0.3508	2.21E-13
0.3507	2.22E-13
0.3506	2.23E-13
0.3505	2.24E-13
0.3504	2.25E-13
0.3503	2.26E-13
0.3502	2.27E-13
0.3501	2.27E-13
0.35	2.28E-13
0.3499	2.29E-13
0.3498	2.30E-13
0.3497	2.31E-13
0.3496	2.32E-13
0.3495	2.33E-13
0.3494	2.34E-13
0.3493	2.35E-13
0.3492	2.36E-13
0.3491	2.37E-13
0.349	2.37E-13
0.3489	2.38E-13
0.3488	2.39E-13
0.3487	2.40E-13
0.3486	2.41E-13
0.3485	2.42E-13
0.3484	2.43E-13
0.3483	2.44E-13
0.3482	2.45E-13
0.3481	2.46E-13
0.348	2.47E-13
0.3479	2.48E-13
0.3478	2.49E-13
0.3477	2.50E-13
0.3476	2.51E-13
0.3475	2.52E-13
0.3474	2.53E-13
0.3473	2.54E-13
0.3472	2.55E-13
0.3471	2.56E-13
0.347	2.57E-13
0.3469	2.58E-13
0.3468	2.59E-13
0.3467	2.60E-13
0.3466	2.61E-13
0.3465	2.62E-13
0.3464	2.63E-13
0.3463	2.64E-13
0.3462	2.65E-13
0.3461	2.66E-13
0.346	2.67E-13
0.3459	2.68E-13
0.3458	2.69E-13
0.3457	2.70E-13
0.3456	2.71E-13
0.3455	2.72E-13
0.3454	2.73E-13
0.3453	2.74E-13
0.3452	2.75E-13
0.3451	2.76E-13
0.345	2.77E-13
0.3449	2.78E-13
0.3448	2.80E-13
0.3447	2.81E-13
0.3446	2.82E-13
0.3445	2.83E-13
0.3444	2.84E-13
0.3443	2.85E-13
0.3442	2.86E-13
0.3441	2.87E-13
0.344	2.88E-13
0.3439	2.90E-13
0.3438	2.91E-13
0.3437	2.92E-13
0.3436	2.93E-13
0.3435	2.94E-13
0.3434	2.95E-13
0.3433	2.96E-13
0.3432	2.98E-13
0.3431	2.99E-13
0.343	3.00E-13
0.3429	3.01E-13
0.3428	3.02E-13
0.3427	3.03E-13
0.3426	3.05E-13
0.3425	3.06E-13
0.3424	3.07E-13
0.3423	3.08E-13
0.3422	3.09E-13
0.3421	3.11E-13
0.342	3.12E-13
0.3419	3.13E-13
0.3418	3.14E-13
0.3417	3.15E-13
0.3416	3.17E-13
0.3415	3.18E-13
0.3414	3.19E-13
0.3413	3.20E-13
0.3412	3.22E-13
0.3411	3.23E-13
0.341	3.24E-13
0.3409	3.25E-13
0.3408	3.27E-13
0.3407	3.28E-13
0.3406	3.29E-13
0.3405	3.31E-13
0.3404	3.32E-13
0.3403	3.33E-13
0.3402	3.34E-13
0.3401	3.36E-13
0.34	3.37E-13
0.3399	3.38E-13
0.3398	3.40E-13
0.3397	3.41E-13
0.3396	3.42E-13
0.3395	3.44E-13
0.3394	3.45E-13
0.3393	3.46E-13
0.3392	3.48E-13
0.3391	3.49E-13
0.339	3.50E-13
0.3389	3.52E-13
0.3388	3.53E-13
0.3387	3.54E-13
0.3386	3.56E-13
0.3385	3.57E-13
0.3384	3.59E-13
0.3383	3.60E-13
0.3382	3.61E-13
0.3381	3.63E-13
0.338	3.64E-13
0.3379	3.66E-13
0.3378	3.67E-13
0.3377	3.69E-13
0.3376	3.70E-13
0.3375	3.71E-13
0.3374	3.73E-13
0.3373	3.74E-13
0.3372	3.76E-13
0.3371	3.77E-13
0.337	3.79E-13
0.3369	3.80E-13
0.3368	3.82E-13
0.3367	3.83E-13
0.3366	3.85E-13
0.3365	3.86E-13
0.3364	3.88E-13
0.3363	3.89E-13
0.3362	3.91E-13
0.3361	3.92E-13
0.336	3.94E-13
0.3359	3.95E-13
0.3358	3.97E-13
0.3357	3.98E-13
0.3356	4.00E-13
0.3355	4.01E-13
0.3354	4.03E-13
0.3353	4.05E-13
0.3352	4.06E-13
0.3351	4.08E-13
0.335	4.09E-13
0.3349	4.11E-13
0.3348	4.13E-13
0.3347	4.14E-13
0.3346	4.16E-13
0.3345	4.17E-13
0.3344	4.19E-13
0.3343	4.21E-13
0.3342	4.22E-13
0.3341	4.24E-13
0.334	4.26E-13
0.3339	4.27E-13
0.3338	4.29E-13
0.3337	4.31E-13
0.3336	4.32E-13
0.3335	4.34E-13
0.3334	4.36E-13
0.3333	4.37E-13
0.3332	4.39E-13
0.3331	4.41E-13
0.333	4.43E-13
0.3329	4.44E-13
0.3328	4.46E-13
0.3327	4.48E-13
0.3326	4.49E-13
0.3325	4.51E-13
0.3324	4.53E-13
0.3323	4.55E-13
0.3322	4.57E-13
0.3321	4.58E-13
0.332	4.60E-13
0.3319	4.62E-13
0.3318	4.64E-13
0.3317	4.65E-13
0.3316	4.67E-13
0.3315	4.69E-13
0.3314	4.71E-13
0.3313	4.73E-13
0.3312	4.75E-13
0.3311	4.76E-13
0.331	4.78E-13
0.3309	4.80E-13
0.3308	4.82E-13
0.3307	4.84E-13
0.3306	4.86E-13
0.3305	4.88E-13
0.3304	4.90E-13
0.3303	4.92E-13
0.3302	4.93E-13
0.3301	4.95E-13
0.33	4.97E-13
0.3299	4.99E-13
0.3298	5.01E-13
0.3297	5.03E-13
0.3296	5.05E-13
0.3295	5.07E-13
0.3294	5.09E-13
0.3293	5.11E-13
0.3292	5.13E-13
0.3291	5.15E-13
0.329	5.17E-13
0.3289	5.19E-13
0.3288	5.21E-13
0.3287	5.23E-13
0.3286	5.25E-13
0.3285	5.27E-13
0.3284	5.29E-13
0.3283	5.31E-13
0.3282	5.33E-13
0.3281	5.35E-13
0.328	5.38E-13
0.3279	5.40E-13
0.3278	5.42E-13
0.3277	5.44E-13
0.3276	5.46E-13
0.3275	5.48E-13
0.3274	5.50E-13
0.3273	5.52E-13
0.3272	5.55E-13
0.3271	5.57E-13
0.327	5.59E-13
0.3269	5.61E-13
0.3268	5.63E-13
0.3267	5.65E-13
0.3266	5.68E-13
0.3265	5.70E-13
0.3264	5.72E-13
0.3263	5.74E-13
0.3262	5.77E-13
0.3261	5.79E-13
0.326	5.81E-13
0.3259	5.83E-13
0.3258	5.86E-13
0.3257	5.88E-13
0.3256	5.90E-13
0.3255	5.92E-13
0.3254	5.95E-13
0.3253	5.97E-13
0.3252	5.99E-13
0.3251	6.02E-13
0.325	6.04E-13
0.3249	6.06E-13
0.3248	6.09E-13
0.3247	6.11E-13
0.3246	6.14E-13
0.3245	6.16E-13
0.3244	6.18E-13
0.3243	6.21E-13
0.3242	6.23E-13
0.3241	6.26E-13
0.324	6.28E-13
0.3239	6.31E-13
0.3238	6.33E-13
0.3237	6.35E-13
0.3236	6.38E-13
0.3235	6.40E-13
0.3234	6.43E-13
0.3233	6.45E-13
0.3232	6.48E-13
0.3231	6.50E-13
0.323	6.53E-13
0.3229	6.56E-13
0.3228	6.58E-13
0.3227	6.61E-13
0.3226	6.63E-13
0.3225	6.66E-13
0.3224	6.68E-13
0.3223	6.71E-13
0.3222	6.74E-13
0.3221	6.76E-13
0.322	6.79E-13
0.3219	6.82E-13
0.3218	6.84E-13
0.3217	6.87E-13
0.3216	6.90E-13
0.3215	6.92E-13
0.3214	6.95E-13
0.3213	6.98E-13
0.3212	7.00E-13
0.3211	7.03E-13
0.321	7.06E-13
0.3209	7.09E-13
0.3208	7.11E-13
0.3207	7.14E-13
0.3206	7.17E-13
0.3205	7.20E-13
0.3204	7.23E-13
0.3203	7.25E-13
0.3202	7.28E-13
0.3201	7.31E-13
0.32	7.34E-13
0.3199	7.37E-13
0.3198	7.40E-13
0.3197	7.43E-13
0.3196	7.45E-13
0.3195	7.48E-13
0.3194	7.51E-13
0.3193	7.54E-13
0.3192	7.57E-13
0.3191	7.60E-13
0.319	7.63E-13
0.3189	7.66E-13
0.3188	7.69E-13
0.3187	7.72E-13
0.3186	7.75E-13
0.3185	7.78E-13
0.3184	7.81E-13
0.3183	7.84E-13
0.3182	7.87E-13
0.3181	7.90E-13
0.318	7.93E-13
0.3179	7.96E-13
0.3178	7.99E-13
0.3177	8.03E-13
0.3176	8.06E-13
0.3175	8.09E-13
0.3174	8.12E-13
0.3173	8.15E-13
0.3172	8.18E-13
0.3171	8.22E-13
0.317	8.25E-13
0.3169	8.28E-13
0.3168	8.31E-13
0.3167	8.34E-13
0.3166	8.38E-13
0.3165	8.41E-13
0.3164	8.44E-13
0.3163	8.48E-13
0.3162	8.51E-13
0.3161	8.54E-13
0.316	8.58E-13
0.3159	8.61E-13
0.3158	8.64E-13
0.3157	8.68E-13
0.3156	8.71E-13
0.3155	8.74E-13
0.3154	8.78E-13
0.3153	8.81E-13
0.3152	8.85E-13
0.3151	8.88E-13
0.315	8.92E-13
0.3149	8.95E-13
0.3148	8.99E-13
0.3147	9.02E-13
0.3146	9.06E-13
0.3145	9.09E-13
0.3144	9.13E-13
0.3143	9.16E-13
0.3142	9.20E-13
0.3141	9.23E-13
0.314	9.27E-13
0.3139	9.31E-13
0.3138	9.34E-13
0.3137	9.38E-13
0.3136	9.41E-13
0.3135	9.45E-13
0.3134	9.49E-13
0.3133	9.53E-13
0.3132	9.56E-13
0.3131	9.60E-13
0.313	9.64E-13
0.3129	9.67E-13
0.3128	9.71E-13
0.3127	9.75E-13
0.3126	9.79E-13
0.3125	9.83E-13
0.3124	9.86E-13
0.3123	9.90E-13
0.3122	9.94E-13
0.3121	9.98E-13
0.312	1.00E-12
0.3119	1.01E-12
0.3118	1.01E-12
0.3117	1.01E-12
0.3116	1.02E-12
0.3115	1.02E-12
0.3114	1.03E-12
0.3113	1.03E-12
0.3112	1.03E-12
0.3111	1.04E-12
0.311	1.04E-12
0.3109	1.05E-12
0.3108	1.05E-12
0.3107	1.05E-12
0.3106	1.06E-12
0.3105	1.06E-12
0.3104	1.07E-12
0.3103	1.07E-12
0.3102	1.07E-12
0.3101	1.08E-12
0.31	1.08E-12
0.3099	1.09E-12
0.3098	1.09E-12
0.3097	1.10E-12
0.3096	1.10E-12
0.3095	1.10E-12
0.3094	1.11E-12
0.3093	1.11E-12
0.3092	1.12E-12
0.3091	1.12E-12
0.309	1.13E-12
0.3089	1.13E-12
0.3088	1.13E-12
0.3087	1.14E-12
0.3086	1.14E-12
0.3085	1.15E-12
0.3084	1.15E-12
0.3083	1.16E-12
0.3082	1.16E-12
0.3081	1.17E-12
0.308	1.17E-12
0.3079	1.18E-12
0.3078	1.18E-12
0.3077	1.18E-12
0.3076	1.19E-12
0.3075	1.19E-12
0.3074	1.20E-12
0.3073	1.20E-12
0.3072	1.21E-12
0.3071	1.21E-12
0.307	1.22E-12
0.3069	1.22E-12
0.3068	1.23E-12
0.3067	1.23E-12
0.3066	1.24E-12
0.3065	1.24E-12
0.3064	1.25E-12
0.3063	1.25E-12
0.3062	1.26E-12
0.3061	1.26E-12
0.306	1.27E-12
0.3059	1.27E-12
0.3058	1.28E-12
0.3057	1.28E-12
0.3056	1.29E-12
0.3055	1.29E-12
0.3054	1.30E-12
0.3053	1.30E-12
0.3052	1.31E-12
0.3051	1.31E-12
0.305	1.32E-12
0.3049	1.32E-12
0.3048	1.33E-12
0.3047	1.33E-12
0.3046	1.34E-12
0.3045	1.34E-12
0.3044	1.35E-12
0.3043	1.35E-12
0.3042	1.36E-12
0.3041	1.36E-12
0.304	1.37E-12
0.3039	1.37E-12
0.3038	1.38E-12
0.3037	1.38E-12
0.3036	1.39E-12
0.3035	1.39E-12
0.3034	1.40E-12
0.3033	1.41E-12
0.3032	1.41E-12
0.3031	1.42E-12
0.303	1.42E-12
0.3029	1.43E-12
0.3028	1.43E-12
0.3027	1.44E-12
0.3026	1.44E-12
0.3025	1.45E-12
0.3024	1.46E-12
0.3023	1.46E-12
0.3022	1.47E-12
0.3021	1.47E-12
0.302	1.48E-12
0.3019	1.48E-12
0.3018	1.49E-12
0.3017	1.50E-12
0.3016	1.50E-12
0.3015	1.51E-12
0.3014	1.51E-12
0.3013	1.52E-12
0.3012	1.53E-12
0.3011	1.53E-12
0.301	1.54E-12
0.3009	1.54E-12
0.3008	1.55E-12
0.3007	1.56E-12
0.3006	1.56E-12
0.3005	1.57E-12
0.3004	1.57E-12
0.3003	1.58E-12
0.3002	1.59E-12
0.3001	1.59E-12
0.3	1.60E-12
0.2999	1.60E-12
0.2998	1.61E-12
0.2997	1.62E-12
0.2996	1.62E-12
0.2995	1.63E-12
0.2994	1.64E-12
0.2993	1.64E-12
0.2992	1.65E-12
0.2991	1.66E-12
0.299	1.66E-12
0.2989	1.67E-12
0.2988	1.67E-12
0.2987	1.68E-12
0.2986	1.69E-12
0.2985	1.69E-12
0.2984	1.70E-12
0.2983	1.71E-12
0.2982	1.71E-12
0.2981	1.72E-12
0.298	1.73E-12
0.2979	1.73E-12
0.2978	1.74E-12
0.2977	1.75E-12
0.2976	1.75E-12
0.2975	1.76E-12
0.2974	1.77E-12
0.2973	1.78E-12
0.2972	1.78E-12
0.2971	1.79E-12
0.297	1.80E-12
0.2969	1.80E-12
0.2968	1.81E-12
0.2967	1.82E-12
0.2966	1.82E-12
0.2965	1.83E-12
0.2964	1.84E-12
0.2963	1.85E-12
0.2962	1.85E-12
0.2961	1.86E-12
0.296	1.87E-12
0.2959	1.87E-12
0.2958	1.88E-12
0.2957	1.89E-12
0.2956	1.90E-12
0.2955	1.90E-12
0.2954	1.91E-12
0.2953	1.92E-12
0.2952	1.93E-12
0.2951	1.93E-12
0.295	1.94E-12
0.2949	1.95E-12
0.2948	1.96E-12
0.2947	1.96E-12
0.2946	1.97E-12
0.2945	1.98E-12
0.2944	1.99E-12
0.2943	2.00E-12
0.2942	2.00E-12
0.2941	2.01E-12
0.294	2.02E-12
0.2939	2.03E-12
0.2938	2.03E-12
0.2937	2.04E-12
0.2936	2.05E-12
0.2935	2.06E-12
0.2934	2.07E-12
0.2933	2.07E-12
0.2932	2.08E-12
0.2931	2.09E-12
0.293	2.10E-12
0.2929	2.11E-12
0.2928	2.12E-12
0.2927	2.12E-12
0.2926	2.13E-12
0.2925	2.14E-12
0.2924	2.15E-12
0.2923	2.16E-12
0.2922	2.17E-12
0.2921	2.17E-12
0.292	2.18E-12
0.2919	2.19E-12
0.2918	2.20E-12
0.2917	2.21E-12
0.2916	2.22E-12
0.2915	2.22E-12
0.2914	2.23E-12
0.2913	2.24E-12
0.2912	2.25E-12
0.2911	2.26E-12
0.291	2.27E-12
0.2909	2.28E-12
0.2908	2.29E-12
0.2907	2.30E-12
0.2906	2.30E-12
0.2905	2.31E-12
0.2904	2.32E-12
0.2903	2.33E-12
0.2902	2.34E-12
0.2901	2.35E-12
0.29	2.36E-12
0.2899	2.37E-12
0.2898	2.38E-12
0.2897	2.39E-12
0.2896	2.40E-12
0.2895	2.40E-12
0.2894	2.41E-12
0.2893	2.42E-12
0.2892	2.43E-12
0.2891	2.44E-12
0.289	2.45E-12
0.2889	2.46E-12
0.2888	2.47E-12
0.2887	2.48E-12
0.2886	2.49E-12
0.2885	2.50E-12
0.2884	2.51E-12
0.2883	2.52E-12
0.2882	2.53E-12
0.2881	2.54E-12
0.288	2.55E-12
0.2879	2.56E-12
0.2878	2.57E-12
0.2877	2.58E-12
0.2876	2.59E-12
0.2875	2.60E-12
0.2874	2.61E-12
0.2873	2.62E-12
0.2872	2.63E-12
0.2871	2.64E-12
0.287	2.65E-12
0.2869	2.66E-12
0.2868	2.67E-12
0.2867	2.68E-12
0.2866	2.69E-12
0.2865	2.70E-12
0.2864	2.71E-12
0.2863	2.72E-12
0.2862	2.73E-12
0.2861	2.75E-12
0.286	2.76E-12
0.2859	2.77E-12
0.2858	2.78E-12
0.2857	2.79E-12
0.2856	2.80E-12
0.2855	2.81E-12
0.2854	2.82E-12
0.2853	2.83E-12
0.2852	2.84E-12
0.2851	2.85E-12
0.285	2.87E-12
0.2849	2.88E-12
0.2848	2.89E-12
0.2847	2.90E-12
0.2846	2.91E-12
0.2845	2.92E-12
0.2844	2.93E-12
0.2843	2.94E-12
0.2842	2.96E-12
0.2841	2.97E-12
0.284	2.98E-12
0.2839	2.99E-12
0.2838	3.00E-12
0.2837	3.01E-12
0.2836	3.03E-12
0.2835	3.04E-12
0.2834	3.05E-12
0.2833	3.06E-12
0.2832	3.07E-12
0.2831	3.08E-12
0.283	3.10E-12
0.2829	3.11E-12
0.2828	3.12E-12
0.2827	3.13E-12
0.2826	3.15E-12
0.2825	3.16E-12
0.2824	3.17E-12
0.2823	3.18E-12
0.2822	3.19E-12
0.2821	3.21E-12
0.282	3.22E-12
0.2819	3.23E-12
0.2818	3.25E-12
0.2817	3.26E-12
0.2816	3.27E-12
0.2815	3.28E-12
0.2814	3.30E-12
0.2813	3.31E-12
0.2812	3.32E-12
0.2811	3.33E-12
0.281	3.35E-12
0.2809	3.36E-12
0.2808	3.37E-12
0.2807	3.39E-12
0.2806	3.40E-12
0.2805	3.41E-12
0.2804	3.43E-12
0.2803	3.44E-12
0.2802	3.45E-12
0.2801	3.47E-12
0.28	3.48E-12
0.2799	3.49E-12
0.2798	3.51E-12
0.2797	3.52E-12
0.2796	3.54E-12
0.2795	3.55E-12
0.2794	3.56E-12
0.2793	3.58E-12
0.2792	3.59E-12
0.2791	3.60E-12
0.279	3.62E-12
0.2789	3.63E-12
0.2788	3.65E-12
0.2787	3.66E-12
0.2786	3.68E-12
0.2785	3.69E-12
0.2784	3.70E-12
0.2783	3.72E-12
0.2782	3.73E-12
0.2781	3.75E-12
0.278	3.76E-12
0.2779	3.78E-12
0.2778	3.79E-12
0.2777	3.81E-12
0.2776	3.82E-12
0.2775	3.84E-12
0.2774	3.85E-12
0.2773	3.87E-12
0.2772	3.88E-12
0.2771	3.90E-12
0.277	3.91E-12
0.2769	3.93E-12
0.2768	3.94E-12
0.2767	3.96E-12
0.2766	3.97E-12
0.2765	3.99E-12
0.2764	4.00E-12
0.2763	4.02E-12
0.2762	4.04E-12
0.2761	4.05E-12
0.276	4.07E-12
0.2759	4.08E-12
0.2758	4.10E-12
0.2757	4.11E-12
0.2756	4.13E-12
0.2755	4.15E-12
0.2754	4.16E-12
0.2753	4.18E-12
0.2752	4.20E-12
0.2751	4.21E-12
0.275	4.23E-12
0.2749	4.24E-12
0.2748	4.26E-12
0.2747	4.28E-12
0.2746	4.29E-12
0.2745	4.31E-12
0.2744	4.33E-12
0.2743	4.34E-12
0.2742	4.36E-12
0.2741	4.38E-12
0.274	4.40E-12
0.2739	4.41E-12
0.2738	4.43E-12
0.2737	4.45E-12
0.2736	4.46E-12
0.2735	4.48E-12
0.2734	4.50E-12
0.2733	4.52E-12
0.2732	4.53E-12
0.2731	4.55E-12
0.273	4.57E-12
0.2729	4.59E-12
0.2728	4.61E-12
0.2727	4.62E-12
0.2726	4.64E-12
0.2725	4.66E-12
0.2724	4.68E-12
0.2723	4.70E-12
0.2722	4.71E-12
0.2721	4.73E-12
0.272	4.75E-12
0.2719	4.77E-12
0.2718	4.79E-12
0.2717	4.81E-12
0.2716	4.83E-12
0.2715	4.84E-12
0.2714	4.86E-12
0.2713	4.88E-12
0.2712	4.90E-12
0.2711	4.92E-12
0.271	4.94E-12
0.2709	4.96E-12
0.2708	4.98E-12
0.2707	5.00E-12
0.2706	5.02E-12
0.2705	5.04E-12
0.2704	5.06E-12
0.2703	5.08E-12
0.2702	5.10E-12
0.2701	5.12E-12
0.27	5.14E-12
0.2699	5.16E-12
0.2698	5.18E-12
0.2697	5.20E-12
0.2696	5.22E-12
0.2695	5.24E-12
0.2694	5.26E-12
0.2693	5.28E-12
0.2692	5.30E-12
0.2691	5.32E-12
0.269	5.34E-12
0.2689	5.36E-12
0.2688	5.38E-12
0.2687	5.40E-12
0.2686	5.42E-12
0.2685	5.44E-12
0.2684	5.47E-12
0.2683	5.49E-12
0.2682	5.51E-12
0.2681	5.53E-12
0.268	5.55E-12
0.2679	5.57E-12
0.2678	5.60E-12
0.2677	5.62E-12
0.2676	5.64E-12
0.2675	5.66E-12
0.2674	5.68E-12
0.2673	5.71E-12
0.2672	5.73E-12
0.2671	5.75E-12
0.267	5.77E-12
0.2669	5.79E-12
0.2668	5.82E-12
0.2667	5.84E-12
0.2666	5.86E-12
0.2665	5.89E-12
0.2664	5.91E-12
0.2663	5.93E-12
0.2662	5.95E-12
0.2661	5.98E-12
0.266	6.00E-12
0.2659	6.02E-12
0.2658	6.05E-12
0.2657	6.07E-12
0.2656	6.10E-12
0.2655	6.12E-12
